rental_id,product_id,customer_id,date_id,city_id,quantity,total_amount,discount_amount,rating
137,343,453,32,9,4,8995.96,1900.21,1.7
138,269,434,16,4,3,3967.58,865.89,3.4
139,257,495,136,7,5,3369.38,1192.75,4.8
140,470,317,264,9,3,5169.77,3819.28,3.4
141,468,355,500,3,4,8849.98,2976.43,1.5
142,7,87,253,8,4,10199.57,4860.67,2.7
143,299,259,101,1,5,5614.74,4637.53,3.4
144,480,187,161,2,2,14829.29,2717.02,1.0
145,473,307,275,2,5,15358.3,4893.49,3.9
146,77,489,447,9,3,16366.39,4257.93,5.0
147,43,84,499,7,2,6483.66,2246.92,3.2
148,445,373,275,6,2,3896.66,2404.88,2.1
149,302,138,153,7,2,16901.71,1735.32,1.3
150,6,383,455,7,2,1191.62,4302.72,4.4
151,270,115,183,2,3,18747.69,362.73,2.6
152,232,319,168,4,2,9135.68,4304.42,2.0
153,167,372,232,2,4,6741.88,3663.64,1.7
154,133,277,208,8,4,13072.12,3711.05,1.7
155,495,293,91,8,2,5216.95,3499.05,4.2
156,19,241,270,9,2,19113.74,1543.25,3.2
157,415,382,117,6,1,3789.44,2184.48,2.0
158,408,32,114,5,3,7627.2,4016.83,4.2
159,203,453,156,4,3,14385.61,618.2,2.1
160,135,380,238,7,1,18846.62,2262.63,3.5
161,317,206,344,5,1,1347.87,2590.1,3.8
162,391,246,246,10,5,2118.75,576.42,2.5
163,414,163,162,6,1,18944.72,1243.99,1.1
164,471,492,105,5,4,16376.29,4246.24,3.1
165,219,21,162,8,5,17967.9,895.17,2.1
166,216,447,331,8,4,1388.54,2917.16,4.5
167,417,472,390,7,2,12521.62,401.43,3.8
168,394,232,119,6,1,13842.87,833.72,4.3
169,371,135,231,2,2,18335.42,1958.5,2.2
170,201,266,484,7,4,11918.8,4862.59,3.9
171,130,253,303,7,4,16011.19,3842.92,4.8
172,230,282,81,8,5,16507.65,1341.57,1.9
173,281,384,348,6,4,5599.72,1064.67,1.8
174,22,192,57,3,1,18755.55,4758.31,1.4
175,126,228,452,6,2,2217.41,4285.15,3.3
176,314,302,495,9,2,5019.76,2309.08,1.3
177,495,164,349,8,5,19662.12,699.76,4.2
178,226,487,475,1,5,19205.42,3555.06,1.4
179,404,179,285,5,1,12209.71,646.08,4.5
180,48,97,347,2,3,13783.7,4710.28,1.6
181,89,172,274,3,2,9620.0,2717.82,1.4
182,161,127,105,1,4,13861.21,2832.18,2.4
183,216,467,17,1,4,8845.43,3981.14,2.4
184,473,132,280,9,2,19480.03,4590.92,1.3
185,200,427,24,10,4,17195.92,3368.89,1.2
186,183,46,1,8,3,19151.96,4167.43,4.3
187,478,320,9,6,2,18397.25,4605.42,1.9
188,367,104,479,9,4,18809.89,239.65,4.5
189,483,468,192,7,4,9677.54,4155.84,2.1
190,22,27,163,10,5,15342.4,4023.5,1.3
191,97,214,480,9,2,18373.87,4086.25,3.4
192,29,266,396,7,4,14450.66,1729.1,2.9
193,448,218,126,1,2,3799.89,2499.54,4.1
194,459,296,198,7,4,11609.53,667.42,4.3
195,117,57,74,4,4,15021.75,186.77,4.2
196,402,176,96,1,2,17439.65,2561.9,2.5
197,144,73,29,9,4,2586.1,4141.38,1.0
198,181,6,461,5,3,7526.25,1638.68,4.6
199,19,286,148,6,2,9536.53,4443.29,1.4
200,294,322,424,2,5,17075.5,3061.89,3.2
201,424,275,14,4,3,6813.16,2451.85,2.1
202,193,45,185,2,5,9660.54,3844.08,3.5
203,248,222,406,4,5,13930.15,4461.08,1.2
204,391,127,269,10,4,4779.92,3620.97,2.6
205,168,325,265,2,2,13354.05,4488.83,3.9
206,293,160,423,4,2,18729.23,759.71,4.0
207,116,240,210,9,2,14349.91,37.76,1.2
208,330,388,307,6,4,1641.62,2638.09,4.1
209,291,414,65,10,5,8701.79,16.15,1.7
210,390,399,4,3,4,19021.59,1223.31,4.4
211,329,343,285,9,2,8037.36,2606.48,3.0
212,489,157,278,10,2,3555.13,1830.82,5.0
213,241,487,118,4,5,11718.4,2326.18,3.2
214,337,443,357,8,5,5997.17,2831.83,3.9
215,272,171,484,3,3,3007.99,1392.25,1.8
216,23,225,349,10,5,15152.71,4678.33,2.7
217,144,398,76,9,3,13031.67,156.06,1.5
218,374,30,142,3,1,8304.56,3321.96,3.6
219,69,270,363,4,4,4650.97,664.48,4.8
220,49,322,116,2,4,7751.83,2302.16,1.4
221,426,466,114,6,1,18294.46,3340.09,3.0
222,212,84,297,6,1,9194.05,257.33,1.9
223,268,311,129,5,1,17265.5,3111.02,1.8
224,335,26,406,9,2,4594.86,1750.63,3.5
225,323,433,215,2,3,11305.89,2635.17,4.5
226,221,429,125,5,1,17363.78,4225.99,3.8
227,188,267,81,6,5,8456.55,1346.72,4.8
228,185,416,415,10,1,1860.41,3091.92,4.4
229,83,239,375,1,1,6166.35,4893.73,4.5
230,116,321,309,1,3,4787.23,1351.55,4.6
231,156,151,446,1,2,3075.78,942.39,3.4
232,419,79,398,6,2,3793.27,2862.73,3.3
233,43,81,320,8,4,12330.73,1253.51,4.3
234,438,151,2,4,4,19438.43,1389.43,4.5
235,193,203,251,6,1,6567.99,1744.64,4.1
236,168,187,394,7,1,3609.27,309.04,2.5
237,118,213,56,2,1,3463.98,397.76,3.4
238,350,451,452,7,4,4495.52,1504.51,3.9
239,478,433,319,7,3,2766.92,4969.84,2.2
240,409,22,281,4,3,11366.96,3959.25,1.9
241,357,356,24,2,5,7482.11,1031.34,2.5
242,191,189,437,10,2,14963.8,3572.13,1.7
243,192,35,124,1,3,10061.56,3441.03,4.0
244,255,378,37,7,1,13084.7,974.11,4.5
245,190,133,231,4,4,6480.51,1849.61,3.2
246,131,402,234,6,1,17328.19,3248.25,3.8
247,235,235,234,8,3,5111.0,1762.81,1.5
248,474,362,126,4,1,15001.16,4743.79,3.9
249,209,108,202,2,5,3368.9,3466.83,2.7
250,12,445,188,3,5,2750.17,4997.37,3.9
251,429,90,225,10,4,12826.32,4365.49,2.3
252,431,352,154,3,2,13670.06,2341.4,1.5
253,232,251,396,5,4,11280.32,3159.55,2.9
254,457,70,489,1,4,3380.16,376.42,3.7
255,304,38,492,5,5,16920.26,4620.47,2.6
256,447,476,206,9,3,18828.0,4099.02,2.7
257,75,429,12,3,3,8720.08,1667.39,1.3
258,115,198,251,6,5,1184.8,1227.49,2.0
259,148,488,356,2,4,14863.56,786.85,3.8
260,155,151,15,4,2,14876.37,2298.59,1.5
261,474,437,469,4,2,14670.68,4568.24,2.5
262,2,483,228,2,1,15416.06,3709.59,1.2
263,126,266,151,10,3,2058.45,3383.09,4.3
264,191,104,349,5,4,18490.68,708.32,3.3
265,199,172,338,1,5,6359.01,1113.5,4.0
266,83,85,299,3,2,8850.65,2188.46,4.4
267,76,252,353,1,5,5535.01,2641.71,4.3
268,476,249,449,6,2,3505.89,2980.91,4.3
269,398,64,170,8,4,15524.85,4422.41,1.1
270,493,300,425,3,1,14137.67,1019.68,3.2
271,322,88,196,10,3,15720.8,2100.96,3.8
272,404,259,90,6,4,16967.8,4728.59,3.2
273,416,95,362,10,5,7005.9,1950.13,4.5
274,500,259,365,10,4,5566.02,4416.32,1.2
275,42,141,182,10,1,19455.18,595.54,4.5
276,439,337,177,5,2,11274.66,2806.64,4.9
277,64,273,377,5,1,19075.88,3993.04,3.6
278,66,135,38,10,3,13876.33,667.34,2.9
279,400,253,334,1,3,9154.15,509.55,1.0
280,497,420,345,6,1,1309.1,3687.33,2.8
281,99,6,432,2,1,10320.92,1267.78,3.2
282,234,181,147,7,4,3416.93,817.75,4.3
283,218,352,490,5,2,1521.16,4580.07,2.4
284,387,11,480,7,4,18711.01,318.49,2.3
285,448,89,294,7,2,12270.21,4689.02,1.4
286,24,383,11,10,2,16374.67,3065.12,3.6
287,284,84,440,1,4,19853.87,1605.41,2.4
288,383,326,372,6,4,11181.22,3125.42,2.2
289,291,479,472,7,5,14420.15,410.62,1.8
290,360,466,60,3,3,1251.79,3748.1,4.8
291,375,128,159,10,1,15605.51,864.36,2.1
292,414,243,242,6,5,13752.39,1547.23,2.6
293,377,163,345,10,2,5860.28,2671.13,4.5
294,367,257,395,8,2,5554.16,2647.69,3.7
295,159,320,303,6,1,1124.94,1264.86,3.3
296,220,19,108,1,3,16678.79,1139.81,4.6
297,381,130,248,4,2,16666.74,1970.37,4.3
298,482,78,280,2,1,17135.72,1408.3,1.5
299,333,250,489,8,1,2917.46,4403.75,3.0
300,226,484,172,9,1,13757.6,1950.29,4.1
301,54,450,287,5,2,16660.05,4462.68,3.6
302,467,52,292,5,3,17950.29,4334.27,2.1
303,230,482,93,7,2,12182.41,1310.79,3.6
304,55,127,417,9,5,18045.8,2415.7,4.3
305,57,267,112,5,3,1324.99,4335.72,4.8
306,296,252,387,9,1,6954.72,3548.23,4.3
307,71,409,55,6,5,3361.09,2072.23,1.8
308,184,104,150,9,4,15184.62,2029.57,1.0
309,20,309,500,4,2,5990.04,1016.51,1.3
310,72,240,414,5,1,11085.53,1684.72,1.9
311,191,257,355,6,2,18796.66,1618.89,1.5
312,113,79,336,2,3,10940.39,4461.68,4.1
313,473,227,8,8,3,3815.6,1494.9,1.9
314,468,443,217,5,2,18625.08,1396.43,1.7
315,210,497,139,5,4,9647.23,3058.91,1.6
316,251,71,47,5,2,1465.7,473.83,3.6
317,92,353,257,5,2,4105.52,1294.22,3.7
318,271,186,146,2,4,17555.88,4763.36,2.5
319,393,73,47,3,3,5301.06,3695.66,3.8
320,123,262,478,8,1,19514.03,489.44,4.5
321,445,489,263,1,4,4337.54,3736.68,5.0
322,401,454,286,10,4,5403.79,3710.9,4.1
323,375,303,44,7,5,6338.23,4606.15,1.3
324,458,344,435,3,4,5348.72,1472.9,1.4
325,83,325,312,8,1,5659.79,3935.82,2.1
326,477,140,360,10,1,10625.7,676.77,3.4
327,271,184,481,1,3,12606.54,1091.3,1.3
328,225,126,481,3,2,14333.91,3167.18,2.9
329,238,104,401,2,4,18013.03,4886.35,3.9
330,373,435,150,10,3,19283.19,735.72,1.6
331,442,234,310,6,4,19982.27,1882.69,3.2
332,422,457,160,2,2,18949.91,3019.87,4.5
333,114,7,454,5,5,14438.63,4279.38,2.9
334,303,461,109,4,3,19038.22,626.31,4.2
335,129,36,209,3,2,5470.55,3094.07,4.1
336,122,12,268,7,5,14319.02,2198.03,4.7
337,136,137,211,1,2,4074.76,3600.04,2.0
338,172,167,64,10,3,14071.32,953.11,1.2
339,22,202,108,1,2,15911.06,4087.23,1.6
340,41,398,442,9,5,16334.89,1640.21,3.3
341,442,200,164,4,4,12435.76,4568.16,3.3
342,428,284,325,8,5,17510.17,2107.6,3.6
343,484,428,121,1,3,4637.86,3561.07,4.7
344,88,241,83,6,5,9116.35,3236.45,3.2
345,225,178,22,3,2,1275.52,4538.91,4.2
346,65,143,354,9,3,8894.21,454.84,2.4
347,303,121,182,4,3,10987.19,1220.87,4.3
348,390,242,438,2,1,6614.06,1024.67,1.7
349,436,400,64,6,2,14799.12,2733.11,3.8
350,496,184,2,9,3,6516.56,2000.02,4.6
351,327,472,64,10,2,7277.65,4514.75,4.9
352,137,250,51,8,3,1371.15,2471.15,3.5
353,468,446,113,10,4,1237.53,1750.82,1.1
354,119,271,74,7,4,12713.34,2315.79,2.1
355,461,233,230,8,4,15774.22,2714.57,2.3
356,231,430,52,5,5,18770.76,4879.17,1.7
357,115,246,440,6,3,19589.44,2938.02,4.5
358,134,12,322,10,5,6538.45,233.04,1.1
359,22,72,332,8,1,9187.69,22.74,2.8
360,493,298,28,7,3,15135.43,3341.67,3.9
361,59,282,66,6,4,12297.04,4769.95,2.0
362,400,16,407,5,4,18172.7,4908.64,1.0
363,49,91,473,1,4,9191.62,3380.36,3.5
364,322,384,451,6,5,19795.63,3301.84,3.5
365,215,345,83,3,3,18600.26,4510.57,4.3
366,126,259,164,1,3,8740.12,3487.49,4.8
367,122,226,81,9,5,5557.83,2439.91,4.0
368,198,23,374,4,5,12357.54,3918.74,2.1
369,412,297,381,3,3,3485.68,2356.06,3.7
370,93,230,74,1,1,12353.38,3053.38,1.4
371,249,51,154,10,4,10335.06,1012.33,3.8
372,251,47,137,3,3,11609.96,3003.89,3.4
373,499,94,234,1,4,6818.06,416.85,2.7
374,453,311,446,1,5,6657.09,2848.54,1.9
375,204,397,470,8,4,5250.33,1625.78,1.7
376,411,107,268,5,1,8638.2,4120.09,4.4
377,282,149,197,8,3,3056.69,1653.65,3.5
378,465,497,460,5,3,5312.02,4597.38,3.8
379,485,16,212,7,5,5185.51,533.41,1.3
380,69,414,256,3,1,4571.51,1977.74,4.0
381,94,356,401,3,4,3678.98,182.31,4.6
382,368,139,480,7,1,7372.13,1651.81,3.1
383,324,80,21,3,1,8976.76,1476.15,3.9
384,136,202,190,10,2,16051.2,4131.4,4.1
385,13,104,297,4,4,14118.13,965.06,3.9
386,468,41,201,10,1,6219.52,3609.09,1.4
387,52,405,154,1,5,9037.3,1965.09,1.1
388,71,49,7,8,4,17796.37,3382.4,4.1
389,126,495,286,8,2,13648.7,1715.0,3.0
390,371,121,175,8,1,3446.16,808.09,2.3
391,389,66,320,9,5,13230.01,2997.97,4.1
392,163,175,8,5,1,11110.99,3378.35,1.2
393,253,118,170,1,2,18732.66,4230.94,4.7
394,403,387,91,9,1,4298.88,729.87,3.2
395,130,410,352,9,4,16935.65,3691.89,2.0
396,44,77,80,2,3,10029.74,1176.8,3.3
397,288,97,422,2,2,11783.11,415.6,3.5
398,442,161,343,7,4,2843.58,139.52,4.4
399,482,383,5,8,3,5720.5,2325.5,4.8
400,177,129,482,4,3,12882.86,1863.03,4.4
401,385,239,285,2,2,5076.92,2441.31,3.3
402,492,174,18,2,1,12130.7,87.55,2.5
403,235,239,499,6,2,10782.96,2289.24,4.3
404,284,198,491,3,1,14735.88,4660.82,1.9
405,92,66,206,4,4,3968.12,1016.1,3.6
406,8,61,145,8,3,5782.0,3322.85,3.7
407,202,57,61,6,1,2545.2,3700.05,2.3
408,277,38,2,4,3,5201.29,1294.06,4.6
409,479,19,323,9,3,12497.03,3248.57,1.9
410,187,287,477,9,5,7839.3,4052.42,2.4
411,324,383,498,10,3,16440.36,999.92,3.9
412,122,320,177,6,5,3219.41,4111.93,3.7
413,418,39,338,7,3,19189.04,147.61,1.5
414,250,463,461,3,2,1518.22,83.75,4.4
415,81,487,225,2,1,12997.08,3218.82,2.5
416,229,458,253,6,2,2012.66,2155.94,1.6
417,480,162,250,3,5,18757.31,4392.72,2.2
418,110,131,155,6,4,1329.22,104.63,3.1
419,109,297,469,4,1,16639.94,1711.61,3.6
420,289,433,98,6,2,17301.67,3181.11,1.0
421,298,492,484,10,2,11471.67,874.25,4.2
422,316,64,272,5,1,8835.08,2196.0,2.2
423,491,360,494,3,1,5361.55,799.77,2.6
424,293,454,498,5,5,11214.07,4504.7,2.6
425,2,430,309,6,4,7113.31,4090.87,3.8
426,161,468,467,3,5,3180.9,3536.66,4.8
427,335,18,31,8,2,10446.96,2452.93,3.9
428,225,396,130,10,2,4797.28,1835.02,2.3
429,368,440,431,1,4,19921.78,808.09,1.7
430,115,202,299,5,4,9757.23,1371.56,4.5
431,60,110,45,8,5,9293.05,3424.49,4.3
432,161,75,69,10,3,6168.87,3663.69,2.6
433,353,480,376,1,2,5835.87,4450.54,3.3
434,177,274,416,5,1,10430.3,903.02,4.6
435,35,460,145,10,3,13119.0,4738.12,1.2
436,191,143,31,4,5,3215.87,4386.77,2.8
437,5,150,191,7,1,9872.58,1116.41,3.0
438,170,298,264,10,3,9331.94,3604.29,3.5
439,461,209,242,3,5,16180.72,3915.51,2.7
440,262,452,30,7,5,6728.2,1633.97,5.0
441,350,374,295,5,3,8775.41,3777.33,1.3
442,300,489,430,4,4,9161.74,1644.36,1.6
443,315,374,252,3,1,1453.6,1259.74,4.2
444,456,46,63,10,4,6652.34,4365.09,3.3
445,237,205,233,10,4,16289.98,4996.81,3.6
446,444,99,12,3,3,7476.71,1550.12,4.9
447,76,159,322,1,5,14576.78,2512.51,1.9
448,486,382,146,4,1,10308.02,3810.7,4.9
449,326,280,42,1,1,13783.39,123.18,2.9
450,31,379,446,4,3,16725.87,2552.59,2.4
451,113,400,119,8,4,17360.99,2887.96,3.0
452,46,153,14,6,5,10239.47,3407.47,2.8
453,178,287,439,10,4,11775.28,1442.58,1.7
454,11,456,476,6,4,16581.01,1595.99,1.5
455,483,264,301,5,4,4500.98,2063.31,2.1
456,300,378,410,4,4,14206.57,1749.5,3.3
457,438,268,131,10,5,4175.1,682.93,4.6
458,383,156,371,8,1,17427.14,4488.67,3.0
459,81,4,452,8,3,2338.3,1550.94,4.5
460,196,195,471,7,4,9027.58,1634.34,2.2
461,199,208,440,3,5,11439.43,2261.39,2.5
462,103,222,411,6,1,9037.83,1333.32,1.8
463,357,467,318,4,2,4835.12,191.72,4.8
464,68,474,250,7,3,19173.58,514.43,1.3
465,480,456,255,8,1,8909.07,3819.72,4.3
466,17,254,228,3,4,1406.4,1416.51,3.1
467,369,298,421,5,3,3566.82,4849.95,2.0
468,354,107,28,7,1,11096.07,548.27,2.4
469,1,272,372,7,4,3339.11,4559.23,4.8
470,207,294,370,10,3,11285.09,1749.24,2.3
471,49,451,309,4,4,18549.88,3096.69,2.6
472,313,319,8,5,4,15659.41,2676.45,1.9
473,145,391,278,3,3,5531.33,1376.02,1.1
474,153,300,101,2,4,5860.46,3056.65,4.0
475,428,388,31,3,4,3155.18,4861.23,3.0
476,68,102,279,10,4,2182.6,4699.88,2.1
477,76,482,224,1,2,6884.54,2296.73,2.3
478,40,55,494,1,2,4375.88,635.64,3.0
479,403,361,78,1,5,2340.07,3549.17,2.4
480,329,106,252,7,4,19859.86,314.27,1.2
481,423,292,77,10,3,5784.37,1758.06,4.3
482,139,408,360,8,4,16763.8,3617.93,4.3
483,344,270,469,1,2,14838.51,4365.02,2.9
484,95,446,90,4,1,6252.33,3147.29,2.5
485,118,218,62,1,1,2285.22,4279.18,4.3
486,19,408,41,2,2,10429.94,2330.08,1.5
487,466,5,187,3,4,3392.05,3988.79,4.4
488,119,444,80,2,1,1107.95,3919.51,3.1
489,179,221,268,3,4,9309.67,2377.46,3.9
490,271,430,446,5,4,1045.41,313.46,4.4
491,148,220,245,5,5,19955.37,1207.92,2.6
492,413,391,209,1,3,14337.01,3323.92,4.1
493,498,248,126,5,5,18368.31,1320.35,3.1
494,458,268,357,5,1,3669.39,4851.56,4.0
495,36,36,331,2,3,4559.67,3699.27,4.2
496,132,431,195,9,3,3592.52,2496.15,4.3
497,8,71,334,3,1,7596.24,252.37,2.4
498,18,226,475,4,4,15857.61,502.0,2.2
499,181,317,189,6,3,17218.08,809.68,2.6
500,243,123,437,8,1,11529.52,889.7,3.8
